Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Species Comments,Checklist Comments
S33874498,Brahminy Kite,Haliastur indus,2871,X,AU-NT,,Kakadu National Park--Mamukala Billabong,-12.6509116,132.5737703,06-17-2014,03:00 PM,eBird - Casual Observation,0,0,,,3
S33920193,Brahminy Kite,Haliastur indus,2871,X,AU-NT,,Kakadu National Park--South Alligator boatramp,-12.6609191,132.5041294,06-17-2014,09:45 AM,eBird - Casual Observation,0,0,,,3
S34548081,White-bellied Sea-Eagle,Haliaeetus leucogaster,2876,1,AU-NSW,,AU-New South Wales-Seal Rocks-Horse Point Road - -32.398x152.485,-32.3977925,152.4854876,02-20-2017,09:13 AM,eBird - Casual Observation,,0,,,1
S34596992,White-bellied Sea-Eagle,Haliaeetus leucogaster,2876,1,AU-NSW,,AU-New South Wales-Seal Rocks-Horse Point Road - -32.398x152.485,-32.3977925,152.4854876,02-21-2017,09:50 AM,eBird - Casual Observation,,0,,,1
S34489602,White-bellied Sea-Eagle,Haliaeetus leucogaster,2876,1,AU-NSW,,Smiths Lake--south shore,-32.39888,152.47249,02-19-2017,03:00 PM,eBird - Casual Observation,,0,,,1
S33919011,Bald Eagle,Haliaeetus leucocephalus,2881,X,CA-BC,Squamish-Lillooet,Brackendale--Cheakamus Centre,49.8192188,-123.1538391,02-15-2008,12:00 PM,eBird - Casual Observation,0,0,,,1
S35099166,Bald Eagle,Haliaeetus leucocephalus,2881,1,US-ME,Washington,"Farm cove, Grand lake stream",45.2064729,-67.8633213,07-27-2011,05:00 PM,eBird - Casual Observation,0,0,,,2
S35625364,Red-shouldered Hawk,Buteo lineatus,2959,1,US-CA,Marin,5 Van Ripper Court,38.0122388,-122.5867897,04-01-2017,06:06 PM,eBird - Casual Observation,,0,,,2,N Visiting Probable Nest Site
S35477932,Red-shouldered Hawk,Buteo lineatus,2959,1,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,03-27-2017,01:30 PM,eBird - Traveling Count,35,1,.4,,2
S35546692,Red-tailed Hawk,Buteo jamaicensis,2989,2,US-CA,Marin,Pt. Reyes--Bear Valley Visitor Center,38.0425019,-122.7990925,03-30-2017,02:30 PM,eBird - Casual Observation,,0,,,2
S35460243,Red-tailed Hawk,Buteo jamaicensis,2989,1,US-CA,Marin,Terra Linda-Sleepy Hollow Divide,38.0219719,-122.5763726,03-26-2017,11:00 AM,eBird - Casual Observation,0,0,,,2
S35294323,Red-tailed Hawk,Buteo jamaicensis,2989,1,US-CA,Marin,"US-Califórnia-Larkspur-37-99 East Sir Francis Drake Boulevard - 37,947x-122,51",37.9466834,-122.5100119,03-19-2017,01:55 PM,eBird - Casual Observation,,0,,,1
S35655977,Red-tailed Hawk,Buteo jamaicensis,2989,1,US-CA,Marin,"top of crane dr., sleepy hollow",38.0154694,-122.5896296,04-02-2017,05:12 PM,eBird - Traveling Count,10,1,.5,,2
S37464893,Common Buzzard,Buteo buteo,3013,1,PT-18,Tondela,Ecopista do Dão,40.5362115,-8.056277,06-08-2017,09:25 AM,eBird - Traveling Count,80,1,4,,2
S37307920,Common Buzzard,Buteo buteo,3013,1,BE-VLG,,"BE-Hoeilaart-Rozendal - 50,765x4,453 - 01/06/2017 5:19 da tarde",50.7649255,4.4527907,06-01-2017,12:11 PM,eBird - Casual Observation,,0,,,1
S37314641,Common Buzzard,Buteo buteo,3013,1,LU-D,,Dirbach Plage,49.9212458,6.0357885,06-01-2017,05:23 PM,eBird - Stationary Count,30,1,,,1
S37285837,Common Buzzard,Buteo buteo,3013,2,NL-NH,,NL-Alkmaar Westerweg ,52.6245621,4.7265298,05-31-2017,01:38 PM,eBird - Casual Observation,,0,,,1,F Flyover
S33918739,Sunbittern,Eurypyga helias,3228.8,X,VE-P,,Rio Las Marias,9.1752284,-69.7145605,01-15-1999,07:00 AM,eBird - Casual Observation,0,0,,,1
S33870380,Australasian Swamphen,Porphyrio melanotus,3568,17,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-23-2017,09:21 AM,eBird - Traveling Count,36,1,.8,,1
S33894599,Australasian Swamphen,Porphyrio melanotus,3568,18,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-24-2017,09:49 AM,eBird - Traveling Count,27,1,.8,,1
S33914429,Australasian Swamphen,Porphyrio melanotus,3568,1,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-25-2017,10:19 AM,eBird - Traveling Count,30,1,.8,,1
S34078473,Australasian Swamphen,Porphyrio melanotus,3568,8,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S34824059,Australasian Swamphen,Porphyrio melanotus,3568,6,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-27-2017,08:36 AM,eBird - Traveling Count,29,1,.2,,1
S35079695,Australasian Swamphen,Porphyrio melanotus,3568,5,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S35732236,Australasian Swamphen,Porphyrio melanotus,3568,14,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1
S37077499,Australasian Swamphen,Porphyrio melanotus,3568,7,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S37766357,Australasian Swamphen,Porphyrio melanotus,3568,8,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S37838584,Australasian Swamphen,Porphyrio melanotus,3568,8,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-27-2017,04:23 PM,eBird - Traveling Count,40,1,2.5,,1
S35932805,Australasian Swamphen,Porphyrio melanotus,3568,10,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S34081840,Australasian Swamphen,Porphyrio melanotus,3568,X,AU-VIC,,Great Ocean Walk--Cape Otway to Aire River,-38.83421,143.48869,12-22-2015,05:45 PM,eBird - Casual Observation,0,0,,,2
S33874498,Australasian Swamphen,Porphyrio melanotus,3568,X,AU-NT,,Kakadu National Park--Mamukala Billabong,-12.6509116,132.5737703,06-17-2014,03:00 PM,eBird - Casual Observation,0,0,,,3
S34879984,Australasian Swamphen,Porphyrio melanotus,3568,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,12:17 PM,eBird - Traveling Count,11,1,.2,,1
S35037821,Australasian Swamphen,Porphyrio melanotus,3568,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-08-2017,05:18 PM,eBird - Stationary Count,9,1,,,1
S36086982,Australasian Swamphen,Porphyrio melanotus,3568,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S36190791,Australasian Swamphen,Porphyrio melanotus,3568,3,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S37422552,Eurasian Moorhen,Gallinula chloropus,3577,1,PT-11,Lisboa,Jardins da Fundação Calouste Gulbenkian,38.7372396,-9.1533645,06-06-2017,02:54 PM,eBird - Traveling Count,15,1,.8,,2
S37202092,Eurasian Moorhen,Gallinula chloropus,3577,2,NL-NH,,Vondelpark,52.3579375,4.867512,05-28-2017,09:45 AM,eBird - Traveling Count,85,1,1.5,,2
S37227254,Eurasian Moorhen,Gallinula chloropus,3577,4,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:45 AM,eBird - Traveling Count,70,1,3,,1
S37240929,Eurasian Moorhen,Gallinula chloropus,3577,1,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:30 PM,eBird - Stationary Count,30,1,,,1
S37282104,Eurasian Moorhen,Gallinula chloropus,3577,3,NL-NH,,Vondelpark,52.3579375,4.867512,05-30-2017,08:34 PM,eBird - Traveling Count,15,1,1.2,,1
S35447772,Common Gallinule,Gallinula galeata,3583.5,9,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S33870380,Dusky Moorhen,Gallinula tenebrosa,3592,12,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-23-2017,09:21 AM,eBird - Traveling Count,36,1,.8,,1
S33894599,Dusky Moorhen,Gallinula tenebrosa,3592,6,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-24-2017,09:49 AM,eBird - Traveling Count,27,1,.8,,1
S33914429,Dusky Moorhen,Gallinula tenebrosa,3592,6,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-25-2017,10:19 AM,eBird - Traveling Count,30,1,.8,,1
S34023341,Dusky Moorhen,Gallinula tenebrosa,3592,15,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-30-2017,08:38 AM,eBird - Traveling Count,27,1,1,,2
S34078473,Dusky Moorhen,Gallinula tenebrosa,3592,18,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S34824059,Dusky Moorhen,Gallinula tenebrosa,3592,2,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-27-2017,08:36 AM,eBird - Traveling Count,29,1,.2,,1
S35079695,Dusky Moorhen,Gallinula tenebrosa,3592,5,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S35732236,Dusky Moorhen,Gallinula tenebrosa,3592,17,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1
S37077499,Dusky Moorhen,Gallinula tenebrosa,3592,16,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S37766357,Dusky Moorhen,Gallinula tenebrosa,3592,25,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S37838584,Dusky Moorhen,Gallinula tenebrosa,3592,18,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-27-2017,04:23 PM,eBird - Traveling Count,40,1,2.5,,1
S35932805,Dusky Moorhen,Gallinula tenebrosa,3592,7,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S33919977,Dusky Moorhen,Gallinula tenebrosa,3592,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-25-2017,05:14 PM,eBird - Stationary Count,8,1,,,1
S34041186,Dusky Moorhen,Gallinula tenebrosa,3592,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-30-2017,05:58 PM,eBird - Stationary Count,33,1,,,1
S34084833,Dusky Moorhen,Gallinula tenebrosa,3592,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-01-2017,05:13 PM,eBird - Stationary Count,36,1,,,1
S34217575,Dusky Moorhen,Gallinula tenebrosa,3592,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-07-2017,04:27 PM,eBird - Stationary Count,38,1,,,1
S34378128,Dusky Moorhen,Gallinula tenebrosa,3592,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-15-2017,05:20 PM,eBird - Stationary Count,35,1,,,1
S34836062,Dusky Moorhen,Gallinula tenebrosa,3592,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-27-2017,05:56 PM,eBird - Stationary Count,35,1,,,1
S34879984,Dusky Moorhen,Gallinula tenebrosa,3592,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,12:17 PM,eBird - Traveling Count,11,1,.2,,1
S34888521,Dusky Moorhen,Gallinula tenebrosa,3592,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,06:18 PM,eBird - Stationary Count,35,1,,,1
S35037821,Dusky Moorhen,Gallinula tenebrosa,3592,3,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-08-2017,05:18 PM,eBird - Stationary Count,9,1,,,1
S36086982,Dusky Moorhen,Gallinula tenebrosa,3592,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S36190791,Dusky Moorhen,Gallinula tenebrosa,3592,12,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S34081726,Tasmanian Native-hen,Tribonyx mortierii,3603,X,AU-TAS,,Frog Flats,-41.80049,145.98289,12-22-2016,05:45 PM,eBird - Casual Observation,0,0,,,2
S37636489,Eurasian Coot,Fulica atra,3609,6,NL-NH,,"52,36x4,838 - 17/06/2017 10:44 da manhã",52.359899,4.8377399,06-17-2017,10:12 AM,eBird - Traveling Count,15,1,.8,,1
S37258481,Eurasian Coot,Fulica atra,3609,2,NL-NH,,Amsterdam--Nieuwe Meer 'Ons Buiten',52.335725,4.8445295,05-30-2017,10:11 AM,eBird - Stationary Count,30,1,,,1
S33423571,Eurasian Coot,Fulica atra,3609,3,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-04-2017,02:01 PM,eBird - Stationary Count,10,1,,,1
S33870380,Eurasian Coot,Fulica atra,3609,50,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-23-2017,09:21 AM,eBird - Traveling Count,36,1,.8,,1
S33894599,Eurasian Coot,Fulica atra,3609,65,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-24-2017,09:49 AM,eBird - Traveling Count,27,1,.8,,1
S33914429,Eurasian Coot,Fulica atra,3609,20,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-25-2017,10:19 AM,eBird - Traveling Count,30,1,.8,,1
S34023341,Eurasian Coot,Fulica atra,3609,23,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-30-2017,08:38 AM,eBird - Traveling Count,27,1,1,,2
S34078473,Eurasian Coot,Fulica atra,3609,75,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S34824059,Eurasian Coot,Fulica atra,3609,20,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-27-2017,08:36 AM,eBird - Traveling Count,29,1,.2,,1
S35079695,Eurasian Coot,Fulica atra,3609,44,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,03-10-2017,05:25 PM,eBird - Traveling Count,85,1,1.5,,1
S35732236,Eurasian Coot,Fulica atra,3609,29,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,04-06-2017,05:07 PM,eBird - Traveling Count,45,1,1.7,,1
S37077499,Eurasian Coot,Fulica atra,3609,50,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,05-23-2017,08:45 AM,eBird - Traveling Count,35,1,.8,,3
S37766357,Eurasian Coot,Fulica atra,3609,70,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-24-2017,03:28 PM,eBird - Traveling Count,60,1,3,,1
S37838584,Eurasian Coot,Fulica atra,3609,90,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,06-27-2017,04:23 PM,eBird - Traveling Count,40,1,2.5,,1
S35932805,Eurasian Coot,Fulica atra,3609,200,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2,,Estimate.
S33919977,Eurasian Coot,Fulica atra,3609,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-25-2017,05:14 PM,eBird - Stationary Count,8,1,,,1
S33919948,Eurasian Coot,Fulica atra,3609,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-25-2017,05:35 PM,eBird - Traveling Count,13,1,.4,,1
S34041186,Eurasian Coot,Fulica atra,3609,2,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,01-30-2017,05:58 PM,eBird - Stationary Count,33,1,,,1
S34084833,Eurasian Coot,Fulica atra,3609,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-01-2017,05:13 PM,eBird - Stationary Count,36,1,,,1
S34103569,Eurasian Coot,Fulica atra,3609,3,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-02-2017,06:31 PM,eBird - Stationary Count,22,1,,,1
S34217575,Eurasian Coot,Fulica atra,3609,6,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-07-2017,04:27 PM,eBird - Stationary Count,38,1,,,1
S34254056,Eurasian Coot,Fulica atra,3609,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-09-2017,05:12 PM,eBird - Stationary Count,27,1,,,1
S34378128,Eurasian Coot,Fulica atra,3609,4,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-15-2017,05:20 PM,eBird - Stationary Count,35,1,,,1
S34836062,Eurasian Coot,Fulica atra,3609,10,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,02-27-2017,05:56 PM,eBird - Stationary Count,35,1,,,1
S34879984,Eurasian Coot,Fulica atra,3609,10,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,12:17 PM,eBird - Traveling Count,11,1,.2,,1
S34888521,Eurasian Coot,Fulica atra,3609,16,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-01-2017,06:18 PM,eBird - Stationary Count,35,1,,,1
S35037821,Eurasian Coot,Fulica atra,3609,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,03-08-2017,05:18 PM,eBird - Stationary Count,9,1,,,1
S35891216,Eurasian Coot,Fulica atra,3609,1,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-12-2017,03:53 PM,eBird - Stationary Count,10,1,,,1
S36082236,Eurasian Coot,Fulica atra,3609,8,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,10:41 AM,eBird - Traveling Count,22,1,.3,,1
S36086982,Eurasian Coot,Fulica atra,3609,6,AU-NSW,,Kensington Ponds,-33.9032981,151.2276435,04-19-2017,04:59 PM,eBird - Stationary Count,14,1,,,1
S36105971,Eurasian Coot,Fulica atra,3609,12,AU-NSW,,"Moore Park, Sydney",-33.89208,151.22131,04-20-2017,09:30 AM,eBird - Stationary Count,7,1,,,1,,,Kippax lake
S38311411,Eurasian Coot,Fulica atra,3609,12,AU-NSW,,Randwick Environment Park,-33.9315125,151.2478781,07-25-2017,01:51 PM,eBird - Traveling Count,55,1,2,,1
S36190791,Eurasian Coot,Fulica atra,3609,12,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S37202092,Eurasian Coot,Fulica atra,3609,22,NL-NH,,Vondelpark,52.3579375,4.867512,05-28-2017,09:45 AM,eBird - Traveling Count,85,1,1.5,,2
S37227254,Eurasian Coot,Fulica atra,3609,8,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:45 AM,eBird - Traveling Count,70,1,3,,1
S37240929,Eurasian Coot,Fulica atra,3609,6,NL-NH,,Vondelpark,52.3579375,4.867512,05-29-2017,07:30 PM,eBird - Stationary Count,30,1,,,1
S37282104,Eurasian Coot,Fulica atra,3609,4,NL-NH,,Vondelpark,52.3579375,4.867512,05-30-2017,08:34 PM,eBird - Traveling Count,15,1,1.2,,1,FL Recently Fledged Young
S35447772,American Coot,Fulica americana,3614.5,12,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35238044,American Coot,Fulica americana,3614.5,22,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-17-2017,11:12 AM,eBird - Stationary Count,30,1,,,1
S35501895,American Coot,Fulica americana,3614.5,14,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-28-2017,02:52 PM,eBird - Traveling Count,35,1,.6,,1
S35329742,American Coot,Fulica americana,3614.5,2,US-CA,Santa Barbara,Mission Creek outflow (SBA Co.),34.4127959,-119.6869361,03-21-2017,09:10 AM,eBird - Casual Observation,,0,,,1
S35651135,American Coot,Fulica americana,3614.5,60,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S33882090,Demoiselle Crane,Anthropoides virgo,3713,X,IN-RJ,Jodhpur,Barli Lake,26.3153438,72.9285765,03-18-2015,03:00 PM,eBird - Casual Observation,0,0,,,2
S33919291,Sandhill Crane,Antigone canadensis,3717,X,US-OR,Lake,Paisley--Lovers Lane,42.6888005,-120.5208349,07-15-1998,05:45 PM,eBird - Casual Observation,0,0,,,4
S33873324,Pied Stilt,Himantopus leucocephalus,3770,4,AU-WA,,Herschel and Government Lakes (Rottnest Island),-31.9987958,115.534029,11-27-2016,01:00 PM,eBird - Casual Observation,0,0,,,2
S36190791,Pied Stilt,Himantopus leucocephalus,3770,80,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S35447772,Black-necked Stilt,Himantopus mexicanus,3773,6,US-CA,Marin,Las Gallinas Valley Sanitary District,38.0274109,-122.515583,03-26-2017,09:14 AM,eBird - Traveling Count,90,1,2.2,,9
S35501895,Black-necked Stilt,Himantopus mexicanus,3773,2,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-28-2017,02:52 PM,eBird - Traveling Count,35,1,.6,,1
S35651135,Black-necked Stilt,Himantopus mexicanus,3773,2,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S36190791,Red-necked Avocet,Recurvirostra novaehollandiae,3780,35,AU-NSW,,Sydney Olympic Park--Waterbird Refuge,-33.83732,151.07839,04-23-2017,01:25 PM,eBird - Traveling Count,80,1,3,,1
S35238044,American Avocet,Recurvirostra americana,3782,6,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-17-2017,11:12 AM,eBird - Stationary Count,30,1,,,1
S35501895,American Avocet,Recurvirostra americana,3782,5,US-CA,Marin,Shorebird Marsh overlook,37.9335276,-122.5155401,03-28-2017,02:52 PM,eBird - Traveling Count,35,1,.6,,1
S35651135,American Avocet,Recurvirostra americana,3782,120,US-CA,Santa Clara,Shoreline at Mountain View Park,37.4342153,-122.0878458,04-02-2017,06:24 AM,eBird - Traveling Count,210,1,3.5,,1
S37282174,Eurasian Oystercatcher,Haematopus ostralegus,3785,2,NL-NH,,"NL-Holanda do Norte-Castricum - 52,539x4,671 - 31/05/2017 9:18 da manhã",52.5393387,4.6712393,05-31-2017,09:13 AM,eBird - Casual Observation,,0,,,1
S34166298,Pied Oystercatcher,Haematopus longirostris,3789,X,AU-TAS,,Freycinet National Park--Wineglass Bay to Hazards Beach,-42.1765,148.2928,12-26-2016,02:00 PM,eBird - Casual Observation,0,0,,,2
S33873324,Pied Oystercatcher,Haematopus longirostris,3789,2,AU-WA,,Herschel and Government Lakes (Rottnest Island),-31.9987958,115.534029,11-27-2016,01:00 PM,eBird - Casual Observation,0,0,,,2
S34311939,Sooty Oystercatcher,Haematopus fuliginosus,3793,X,AU-WA,,Cape Leeuwin Lighthouse,-34.3740454,115.1355171,11-25-2016,09:00 AM,eBird - Casual Observation,0,0,,,2
S37285996,Northern Lapwing,Vanellus vanellus,3807,1,NL-NH,,"NL-Limmen-15B Kapelweg - 52,582x4,684 - 31/05/2017 4:38 da tarde",52.5815561,4.6840398,05-31-2017,04:36 PM,eBird - Casual Observation,,0,,,1
S33870380,Masked Lapwing,Vanellus miles,3834.3,6,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-23-2017,09:21 AM,eBird - Traveling Count,36,1,.8,,1
S33894599,Masked Lapwing,Vanellus miles,3834.3,4,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,01-24-2017,09:49 AM,eBird - Traveling Count,27,1,.8,,1
S34078473,Masked Lapwing,Vanellus miles,3834.3,8,AU-NSW,,Centennial Park (Sydney),-33.8977058,151.2341452,02-01-2017,10:06 AM,eBird - Traveling Count,38,1,1.2,,1
S35932805,Masked Lapwing,Vanellus miles,3834.3,25,AU-NSW,,Eastlakes golf course,-33.9378058,151.2056923,04-14-2017,06:02 AM,eBird - Traveling Count,180,1,2,,2
S36612401,Masked Lapwing,Vanellus miles,3834.3,4,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-06-2017,07:04 AM,eBird - Traveling Count,600,1,18,,4,,near paddock
S36612515,Masked Lapwing,Vanellus miles,3834.3,4,AU-NSW,,Lee Creek,-32.5365624,150.1185141,05-07-2017,07:40 AM,eBird - Traveling Count,330,1,12,,4
